ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Varumärke
\n 	<li><a class=""js-reservdelslista sidlank"" data-lank=""A243147"" data-modellartnr=""9200895"">SVERIGEDISKEN 3R RF (728439/02)</a></li>
\n 	<li><a class=""js-reservdelslista sidlank"" data-lank=""A245132"" data-modellartnr=""9200895"">SVERIGEDISKEN 3R RF (728439/03)</a></li>
\n 	<li><a class=""js-reservdelslista sidlank"" data-lank=""A245133"" data-modellartnr=""9200895"">SVERIGEDISKEN 3R RF (728439/04)</a></li>
\n</ul>
\n</li>
\n</ul>
\n<ul>
\n 	<li><strong>9200896 - SVERIGEDISKEN 3R SV</strong>
\n<ul>
\n 	<li><a class=""js-reservdelslista sidlank"" data-lank=""A225948"" data-modellartnr=""9200896"">SVERIGEDISKEN 3R SV (728438/01)</a></li>
\n 	<li><a class=""js-reservdelslista sidlank"" data-lank=""A243146"" data-modellartnr=""9200896"">SVERIGEDISKEN 3R SV (728438/02-03)</a></li>
\n 	<li><a class=""js-reservdelslista sidlank"" data-lank=""A245315"" data-modellartnr=""9200896"">SVERIGEDISKEN 3R SV (728438/04)</a></li>
\n</ul>
\n</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,0,,,690,"Reservdelar > Vitvaror Reservdelar, Reservdelar > Vitvaror Reservdelar > Disk, Reservdelar > Vitvaror Reservdelar > Disk > Elektronik",,,https://vitvarudelen.se/wp-content/uploads/2020/04/E4307724.jpg,,,,,,,,,0,Cylinda
1697,simple,126481132,"Nilfisk Spolhandtag G3 högtryckstvätt",1,0,visible,"<strong>Artnr: 126481132</strong>","Spolhandtag G3 Nilfisk
\n
\n<img class="""" src=""https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/0016/9843/brand.gif?itok=kX3Yj73Y"" alt=""Nilfisk | Brands of the World™ | Download vector logos and logotypes"" width=""60"" height=""60"" />
\n
\nModell: C120 samt C125.3 med flera.
\n
\n&nbsp;",,,taxable,,1,,,0,0,,,,,0,,,289,"Reservdelar > Högtryckstvätt Reservdelar > Nilfisk Hobbymaskiner, Reservdelar > Högtryckstvätt Reservdelar, Hem & Hushåll > Nilfisk Hobbymaskiner, Hem & Hushåll > Nilfisk Hobbymaskiner > Pumphus/Ventilhus, Hem & Hushåll > Nilfisk Hobbymaskiner > Slangar, Hem & Hushåll > Nilfisk Hobbymaskiner > Spolhandtag",,,"https://vitvarudelen.se/wp-content/uploads/2020/04/Spolhandtag-Nilfisk.jpg, https://vitvarudelen.se/wp-content/uploads/2020/04/Spolhandtag-Nilfisk.jpg",,,,,,,,,0,Nilfisk
1712,simple,,"Wilfa filterhållare utan lock WSP2A- WSP-1",1,0,visible,"Filterbehållare för kaffefilter
\n
\n<span class=""sku_wrapper"">Artikelnr: 631624</span>","<div class=""short-description"">
\n
\n1 st filterhållare utan lock, mattsvart.
\nDenna passar också till WSP-1A/B men passar inte till locket, så då behöver nytt lock köpas –&gt; artikelnummer: 631785
\n
\n</div>
\n<div class=""product_meta""><span class=""sku_wrapper"">Artikelnr: <span class=""sku"">631624</span></span></div>",,,taxable,,1,,,0,0,,,,,0,,,329,"Hem & Hushåll > Hushållsapparater > Wilfa Reservdelar > Kaffebryggare, Hem & Hushåll > Hushållsapparater > Wilfa Reservdelar",,,https://vitvarudelen.se/wp-content/uploads/2020/04/631789.jpg,,,,,"631625, 631621",,,,0,Wilfa
1720,simple,,"Wilfa Filtersett AP-5",1,0,visible,"Wilfa luftrenare Filter AP-5","<div class=""short-description"">
\n
\nInnehåller förfilter, HEPA filter och aktivt kolfilter.
\n
\n</div>
\n<form class=""cart"" action=""https://old.wilfa.no/product/reservedeler/klima-og-varme-reservedeler/luftrenser-2/ap-5-filtersett/"" enctype=""multipart/form-data"" method=""post"">
\n<div class=""quantity"">Artnr: 631701</div>
\n</form>",,,taxable,,1,,,0,0,,,,,0,,,399,"Hem & Hushåll > Hushållsapparater > Wilfa Reservdelar > Luftrenare/Avfuktare, Hem & Hushåll > Hushållsapparater > Wilfa Reservdelar",,,"https://vitvarudelen.se/wp-content/uploads/2020/04/AP-5_filter_set.jpg, https://vitvarudelen.se/wp-content/uploads/2020/04/AP-5_filter_set.jpg",,,,,,,,,0,Wilfa
1726,simple,471980403,"Element Wascator W74 W75",1,0,visible,"Värmeelement wascator / Electrolux
\n
\n471980403
\n
\n&nbsp;","Element till Wascator / Electrolux tvättmaskin
\n
\nPassar: W3
\nW74
\nW75
\n
\nWE65
\n
\nmed flera…",,,taxable,,1,,,0,0,,,,,0,,,890,"Reservdelar > Vitvaror Reservdelar > Tvätt, Reservdelar Electrolux professional, Reservdelar Electrolux professional > Tvättmaskin, Reservdelar > Vitvaror Reservdelar > Tvätt > Värmeelement, Reservdelar > Vitvaror Reservdelar",,,"https://vitvarudelen.se/wp-content/uploads/2020/04/W74-Wascator.jpg, https://vitvarudelen.se/wp-content/uploads/2020/04/W74-Wascator.jpg",,,,,,,,,0,"Electrolux Professional"
1728,simple,,"ROTOJET FULL CONTROL FÖR K 4-K 5",1,0,visible,"Rotojetmunstycke full control","Rotojeten för alla Kärchers högtryckstvättar i klasserna K 4 och K 5 tar tack vare sitt kraftfulla roterande Middle-munstycke och roterande punktstråle till och med bort hårt sittande smuts utan problem. Det betyder att du kan få bort envis smuts, som t.ex. på mossiga eller vittrade ytor, på nolltid och återställa ytorna tills de glänser igen. Rotojeten har dessutom hög ytkapacitet.
\n
\nArtnr: 2.642-728.0
\n<div class=""row outdated-product-list"">
\n<div class=""col-sm-4"">
\n
\n&nbsp;
\n
\n</div>
\n</div>",,,taxable,,1,,,0,0,,,,,0,,,749,"Reservdelar > Högtryckstvätt Reservdelar > Kärcher Hobbymaskiner > Spolrör / Munstycke, Reservdelar > Högtryckstvätt Reservdelar",,,"https://vitvarudelen.se/wp-content/uploads/2020/04/Rotojet-Full-Control-K4-K5.jpg, https://vitvarudelen.se/wp-content/uploads/2020/04/Rotojet-Full-Control-K4-K5.jpg, https://vitvarudelen.se/wp-content/uploads/2020/04/Rotojet-Full-Control-K4-K51.jpg, https://vitvarudelen.se/wp-content/uploads/2020/04/Rotojet-Full-Control-K4-K512.jpg",,,,,,,,,0,Kärcher
1732,simple,,Vattenfilter,1,0,visible,Vattenfilter,"Vattenfilter, förhindrar att smutspartiklar tränger in i pumpen om vattnet är förorenat. Förlänger livslängden på högtryckstvätten. Passar K2-K7 högtryckstvättar.
\n
\nArtnr: 4.730-059.0",,,taxable,,1,,,0,0,,,,,0,,,249,"Reservdelar > Högtryckstvätt Reservdelar > Kärcher Hobbymaskiner > Tillbehör, Reservdelar > Högtryckstvätt Reservdelar, Reservdelar > Högtryckstvätt Reservdelar > Kärcher Hobbymaskiner, Reservdelar > Högtryckstvätt Reservdelar > Nilfisk Hobbymaskiner, Reservdelar > Högtryckstvätt Reservdelar > Kärcher Hobbymaskiner > Pumphus/Rör",,,"https://vitvarudelen.se/wp-content/uploads/2020/04/Vattenfilter.jpg, https://vitvarudelen.se/wp-content/uploads/2020/04/Vattenfilter.jpg",,,,,"2.643-909.0, id:939, id:932",,,,0,Kärcher
1744,simple,,"Kärcher Pumphus",1,0,visible,"Artikelnummer: 9.001-104.0","Reservdelssats pumphus K3, K4, K5 passande modellerna nedan
\n
\nJämför med bild.
\n
\nArt  9001-1040 Alternativ 9.001-104.0
\n
\nPrintat nummer på delen:  art 9.036-304.0
\n
\nK3.00
\n
\nK3.20 M
\n
\nK3.70
\n
\nK3.75
\n
\nK3.80
\n
\nK3.81
\n
\nk3.84
\n
\nK3.85
\n
\nK3.89
\n
\nK3.90
\n
\nK3.95
\n
\nK3.96
\n
\nK3.97
\n
\nK3.98
\n
\nK3.99
\n
\nK300
\n
\nK301
\n
\nK320
\n
\nK330
\n
\nK332
\n
\nK350
\n
\nK3500
\n
\nK360
\n
\nK365
\n
\nK370
\n
\nK380
\n
\nK389
\n
\nK390
\n
\nK395
\n
\nK399
\n
\nK4.20
\n
\nK4.40
\n
\nK4.500
\n
\nK4.70
\n
\nK4.75
\n
\nK4.80
\n
\nK4.88
\n
\nK4.90
\n
\nK4.94
\n
\nK4.96
\n
\nK4.97
\n
\nK4.99
\n
\nK400
\n
\nK411
\n
\nK420
\n
\nK440
\n
\nK444
\n
\nK445
\n
\nK450
\n
\nK455
\n
\nK460
\n
\nK465
\n
\nK470
\n
\nK480
\n
\nK490
\n
\nK495
\n
\nK5.000
\n
\nK5.100
\n
\nK5.140
\n
\nK5.50
\n
\nK5.51
\n
\nK5.52
\n
\nK5.55
\n
\nK5.60
\n
\nK550
\n
\nKB 502
\n
\nKB 503",,,taxable,,1,,,0,0,,,,,0,,,615,"Reservdelar > Högtryckstvätt Reservdelar > Kärcher Hobbymaskiner, Reservdelar > Högtryckstvätt Reservdelar, Reservdelar > Högtryckstvätt Reservdelar > Kärcher Hobbymaskiner > Pumphus",,,"https://vitvarudelen.se/wp-content/uploads/2020/04/9001-1040.jpg, https://vitvarudelen.se/wp-content/uploads/2020/04/9001-1040.jpg",,,,,,,,,0,Kärcher
1748,simple,10819,"Allaway Filter (art.nr 10819)",1,0,visible,Artnr:10819,"Filter allaway centraldammsugare
\n
\nPassar till centralenheter ur serierna:  Passar de flesta modell: CV1350 BA, PM, AW, AZ, CV, E, DV 30. Höjd 17 cm, yt­ter­di­a­me­ter 18 cm, in­ner­di­a­me­ter 10 cm
\n
\n&nbsp;
\n
\n&nbsp;",,,taxable,,1,,,0,0,,,,,0,,,425,"Hem & Hushåll > Centraldammsugare > Allaway > Filter, Hem & Hushåll > Centraldammsugare > Allaway, Hem & Hushåll > Centraldammsugare",,,https://vitvarudelen.se/wp-content/uploads/2020/04/10819.jpg,,,,,"80175, 80692, id:881","80175, 80692, id:879",,,0,Allaway
1750,simple,,"Allaway Filter KP",1,0,visible,"Artikelnummer: 10815.","filter passar KP-och Express serierna (art nr 10815)",,,taxable,,1,,,0,0,,,,,0,,,395,"Hem & Hushåll > Centraldammsugare > Allaway > Filter, Hem & Hushåll > Centraldammsugare > Allaway, Hem & Hushåll > Centraldammsugare",,,https://vitvarudelen.se/wp-content/uploads/2020/04/10815.jpg,,,,,,,,,0,Allaway
1752,simple,80692,"Allaway Filterskydd",1,0,visible,"Artikelnummer: 80692","Allaway Filterskydd
\n
\nArtikelnummer: 80692
\n
\nAlla modeller som använder pappersfilter 10813 eller 10819. kan också förses med filterskydd. Det består av en tunn fiberduk  som träs över filtret och byts ut varje gång man tömmer dammbehållaren. Det underlättar servicen, genom att filtret inte behöver rengöras lika ofta.",,,taxable,,1,,,0,0,,,,,0,,,250,"Hem & Hushåll > Centraldammsugare > Allaway > Filter, Hem & Hushåll > Centraldammsugare > Allaway, Hem & Hushåll > Centraldammsugare",,,https://vitvarudelen.se/wp-content/uploads/2020/04/80692.jpg,,,,,"10819, id:1750","10819, id:1750",,,0,Allaway
1754,simple,,"Allaway Kolfilter",1,0,visible,"Artikelnummer: 80682","<div class=""_1sZdg uJTZU fdseD _2REh5 _1Wjyb"">
\n<div class=""_1sZdg uJTZU _23G-K _2F_vY bCyIq"">
\n<div>
\n<div class=""_3gM2E"">Koldammfilter M 1000. Ett extra filter för att skilja av det fina koldammet.</div>
\n<div class=""_3K0x9""></div>
\n</div>
\n</div>
\n</div>
\n<div class=""_1sZdg _3OCUM uJTZU _23G-K _2F_vY _3V4L3""></div>",,,taxable,,1,,,0,0,,,,,0,,,350,"Hem & Hushåll > Centraldammsugare > Allaway > Filter, Hem & Hushåll > Centraldammsugare > Allaway, Hem & Hushåll > Centraldammsugare",,,"https://vitvarudelen.se/wp-content/uploads/2020/04/Koldammfilter.jpg, https://vitvarudelen.se/wp-content/uploads/2020/04/koldammfilter-1.jpg",,,,,,"10819, 80692",,,0,Allaway
1757,simple,,"Allaway Slangvinda ROLLY",1,0,visible,"Artikelnummer: 81136","Artikelnummer: 81136
\n<p class=""ingress"">Slangvinda för maximalt 12 meter lång slang, kan väggmonteras.</p>
\nVäggmonterad slangvinda som roteras med en vev. Vindan rymmer Allaways sugslang upp till 12 meter.",,,taxable,,1,,,0,0,,,,,0,,,1495,"Hem & Hushåll > Centraldammsugare > Allaway > Installationsmatrial, Hem & Hushåll > Centraldammsugare > Allaway, Hem & Hushåll > Centraldammsugare",,,https://vitvarudelen.se/wp-content/uploads/2020/04/81136.jpg,,,,,,,,,0,Allaway
1772,simple,,"Kärcher Spolhandtag K7 Fullkontroll",1,0,visible,"Kärcher spolhandtag","Artnr: 2885-4780
\n
\nDu har aldrig haft bättre kontroll under rengöringen. Genom att tryck på +/– knapparna på G 180 Q Full Control Plus spolhandtag reglerar du enkelt tryckinställning och dosering",,,taxable,,1,,,0,0,,,,,0,,,1590,"Reservdelar > Högtryckstvätt Reservdelar > Kärcher Hobbymaskiner > Spolhandtag / Pistolhandtag, Reservdelar > Högtryckstvätt Reservdelar, Reservdelar > Högtryckstvätt Reservdelar > Kärcher Hobbymaskiner",,,https://vitvarudelen.se/wp-content/uploads/2020/04/2885-4780.jpg,,,,,,,,,0,Kärcher
1776,simple,,"Kärcher Högtryckslang K5.85",1,0,visible,"Artikelnummer: 2.643-633.0","<img src=""https://s1.kaercher-media.com/versions/2021.6.0/fileadmin/templates/kaercher2014/images/kaercher_logo.png"" alt=""Kärcher Logo"" />
\n
\nPassar kächer högtryckstvätt som har slangvinda in i maskinen och det nya spolhandtaget med gulknapp tex modell: K5.85.  Har ni en äldre maskin som har en svart låsgaffel så ska ni beställa:
\n
\nvitvarudelen.se/produkt/karcher-hogtrycksslang-k5-85/
\n
\nLängd 10 meter",,,taxable,,1,,,0,0,,,,,0,,,1090,"Reservdelar > Högtryckstvätt Reservdelar > Kärcher Hobbymaskiner > Slangar, Reservdelar > Högtryckstvätt Reservdelar, Reservdelar > Högtryckstvätt Reservdelar > Kärcher Hobbymaskiner",,,"https://vitvarudelen.se/wp-content/uploads/2020/04/6381-7940.png, https://vitvarudelen.se/wp-content/uploads/2020/04/6381-7940.png",,,,,,,,,0,Kärcher
1793,simple,,"Bosch Dörrhandtag",1,0,visible,"Artikelnummer: 00369547","Bosch dörrhandtag
\n
\n&nbsp;
\n
\nPassar till KGV36670/04","2020-04-27 0:00:00","2020-04-28 23:59:59",taxable,,1,,,0,0,,,,,0,,,279,"Reservdelar > Vitvaror Reservdelar > Kyl&Frys, Reservdelar > Vitvaror Reservdelar",,,https://vitvarudelen.se/wp-content/uploads/2020/04/vitt-handtag.jpg,,,,,,,,,0,"Bosch,Siemens"
1818,simple,4.063-783.0,"Kärcher Anslutning Inkommande k3",1,0,visible,"Artikelnummer: 4.063-783.0","Inkommande vattenanslutning
\n
\npassar:
\n
\nPassar:
\n
\nK2 basic
\n
\nK2 Car &amp; Home
\n
\nK2 Car
\n
\nK2 Compact
\n
\nK2 Home
\n
\nK2 Premium
\n
\nK2.100
\n
\nK2.105
\n
\nK2.110
\n
\nK2.120
\n
\nK2.122
\n
\nK2.125
\n
\nK2.129
\n
\nK2.13
\n
\nK2.130
\n
\nK2.14
\n
\nK2.140
\n
\nK2.15
\n
\nK2.150
\n
\nK2.155
\n
\nK2.21
\n
\nK2.185
\n
\nK2.18
\n
\nK2.195
\n
\nK2.21
\n
\nK2.29
\n
\nK2.300
\n
\nK2.310
\n
\nK2.311
\n
\nK2.31
\n
\nK2.325
\n
\nK2.32
\n
\nK2.330
\n
\nK2.335
\n
\nK2.36
\n
\nK2.360
\n
\nK2.38
\n
\nK2.385
\n
\nK2.39
\n
\nK2.390
\n
\nK2.395
\n
\nK2.40
\n
\nK2.400
\n
\nK2.410
\n
\nK2.425
\n
\nK2.430
\n
\nK2.460
\n
\nK2.490
\n
\nK2.54
\n
\nK2.56
\n
\nK2.59
\n
\nK2.65
\n
\nK2.75
\n
\nK2.800
\n
\nK2.88
\n
\nK2.90
\n
\nK2.900
\n
\nK2.91
\n
\nK2.94
\n
\nK2.960
\n
\nK2.980
\n
\nK3
\n
\nK3 Car
\n
\nK3 Car Dakar
\n
\nK3 Home
\n
\nK3 Sport",,,taxable,,1,,,0,0,,,,,0,,,379,"Reservdelar > Högtryckstvätt Reservdelar > Kärcher Hobbymaskiner > Pumphus/Rör, Reservdelar > Högtryckstvätt Reservdelar, Reservdelar > Högtryckstvätt Reservdelar > Kärcher Hobbymaskiner, Reservdelar > Högtryckstvätt Reservdelar > Kärcher Hobbymaskiner > Pumphus",,,https://vitvarudelen.se/wp-content/uploads/2020/05/40637830.jpg,,,,,,,,,0,Kärcher
1824,simple,,"Franke/Cylinda Spjäll",1,0,visible,"Artikelnummer: 133.0304.911","Spjäll kpl utan strypbricka grundflöde. Till prod tillv. före 2015-02-16
\n
\n&nbsp;
\n
\n100984
\n
\n133.0304.911",,,taxable,,1,,,0,0,,,,,0,,,480,"Reservdelar > Köksfläktar Reservdelar > Köksfläkt reservdelar, Reservdelar > Köksfläktar Reservdelar, Ventilation, Reservdelar > Vitvaror Reservdelar",,,https://vitvarudelen.se/wp-content/uploads/2020/05/100984.jpg,,,,,,,,,0,"Asko,Cylinda"
1834,simple,,"Turtle Bilvårdshink",1,0,visible,"Perfekt bilvårdspaket","Bilvårdshink innehållande: Turtle Redline Wheel Cleaner, Turtle Extreme Prewash-T, Turtle Wax ZIP bilshampo samt en Jumbo svamp.",,,taxable,,1,,,0,0,,,,,0,,,399,Bilvård,,,https://vitvarudelen.se/wp-content/uploads/2020/05/turtle.jpg,,,,,,,,,0,
1838,simple,,"Kärcher Luftrenare AFG 100 VIT",1,0,visible,"Luftrenare AFG 100 Vit skapar en bakteriefri omgivningsluft tack vare plasma. Luftrenaren har ett förfilter och ett HEPA*/aktivt kolfilter och skyddar effektivt mot alla typer av luftföroreningar. * EN 1822:1998","Artnr: 1.024-800.0
\n
\nMed luftrenaren AFG 100 tillhör dålig luft som är förorenad med patogener i slutna rum det förgångna. Detta uppnås särskilt tack vare den inbyggda plasmageneratorn som avlägsnar alla typer av bakterier från rumsluften och dödar dem. Ett flerstegssystem, som består av ett förfilter, ett HEPA*- och aktivt kolfilter, avskiljer grova och fina partiklar som hår, damm och gas på ett säkert sätt. Luftkvaliteten övervakas med en sensor så att den konstant hålls i automatiskt läge. Fläkten med fem lägen kan vid behov försörja rum på upp till 60 m² med ren luft på nolltid. * EN 1822:1998",,,taxable,,1,,,0,0,,,,,0,,19299,19999,"Ventilation > Luftrenare, Reservdelar > Högtryckstvätt Reservdelar > Kärcher Hobbymaskiner",,,"https://vitvarudelen.se/wp-content/uploads/2020/05/eb661970b256b2a1039cf4777599c2fe.jpg, https://vitvarudelen.se/wp-content/uploads/2020/05/1024800_det_8502x502.jpg, https://vitvarudelen.se/wp-content/uploads/2020/05/1024800_det_3502x502.jpg, https://vitvarudelen.se/wp-content/uploads/2020/05/1024800_det_9502x502.jpg",,,,,,,,,0,Kärcher
1846,simple,5.029-075.0,"Kärcher K5.85 vattenanslutning",1,0,visible,Artikelnummer:5.029-075.0,"<img src=""https://s1.kaercher-media.com/versions/2021.9.0/fileadmin/templates/kaercher2014/images/kaercher_logo.png"" alt=""Kärcher Logo"" />
\n
\nInkommande vattenanslutning Modell: K 5.85",,,taxable,,1,,,0,0,,,,,0,,,179,"Reservdelar > Högtryckstvätt Reservdelar > Kärcher Hobbymaskiner > Pumphus/Rör, Reservdelar > Högtryckstvätt Reservdelar, Reservdelar > Högtryckstvätt Reservdelar > Kärcher Hobbymaskiner",,,https://vitvarudelen.se/wp-content/uploads/2020/05/5029-0750.jpg,,,,,,,,,0,Kärcher
1851,simple,9.036-703.0,"Kärcher K2x - K4x utgående vattenanslutning",1,0,visible,"Artikelnummer: 9.036-703.0","<img src=""https://s1.kaercher-media.com/versions/2021.4.0/fileadmin/templates/kaercher2014/images/kaercher_logo.png"" alt=""Kärcher Logo"" />
\n
\nKärcher K2x - K4x utloppsrör anslutning
\n
\nartikel 9.039-148.0 )
\n
\nPassar följande modeller:
\n
\nK2.21
\n
\nK2.26
\n
\nK2.29
\n
\nK2.58
\n
\nK2.68
\n
\nK2.97
\n
\nK297
\n
\nK2.98
\n
\nK2.99
\n
\nKB 2020
\n
\nK3.08
\n
\nK3.130
\n
\nK3.140
\n
\nK3.150
\n
\nK3.155
\n
\nK3.160
\n
\nK3.170
\n
\nK3.20
\n
\nK3.350
\n
\nK3.450
\n
\nK3.47
\n
\nK3.48
\n
\nK3.49
\n
\nK3.58
\n
\nK3.65
\n
\nK3.67
\n
\nK3.68
\n
\nK3.69
\n
\nK3.75
\n
\nK3.77
\n
\nK3.79
\n
\nK3.80
\n
\nK3.81
\n
\nK3.82
\n
\nK3.86
\n
\nK3.87
\n
\nK3.900
\n
\nK3.91
\n
\nK3.92
\n
\nK3.93
\n
\nK3.96
\n
\nK3.960
\n
\nK397
\n
\nK3.97
\n
\nK3.980
\n
\nK3.98
\n
\nK3.99
\n
\nK4.130
\n
\nK4.20
\n
\nK4.450
\n
\nK4.50
\n
\nK4.75
\n
\nK4.80
\n
\nK4.82
\n
\nK4.86
\n
\nK4.88
\n
\nK4.900
\n
\nK4.91
\n
\nK4.92
\n
\nK4.93
\n
\nK4.94
\n
\nK4.95
\n
\nK4.960
\n
\nK4.96
\n
\nK4.97
\n
\nK4.98
\n
\nK4.990
\n
\nK4.99
\n
\nKB4040
\n
\nK5.65
\n
\nKB5050",,,taxable,,1,,,0,0,,,,,0,,,149,"Reservdelar > Högtryckstvätt Reservdelar > Kärcher Hobbymaskiner > Pumphus/Rör, Reservdelar > Högtryckstvätt Reservdelar, Reservdelar > Högtryckstvätt Reservdelar > Kärcher Hobbymaskiner, Reservdelar > Högtryckstvätt Reservdelar > Kärcher Hobbymaskiner > Pumphus, Reservdelar > Högtryckstvätt Reservdelar > Kärcher Hobbymaskiner > Spolrör / Munstycke",,,https://vitvarudelen.se/wp-content/uploads/2020/05/90367030.jpg,,,,,,,,,0,Kärcher
1873,simple,,"Kärcher HT-SLANG 12/160",1,0,visible,"Artikelnummer: 4.440-673.0","Artikelnummer: 4.440-673.0
\n
\nPassar till k3-k6 modeller",,,taxable,,1,,,0,0,,,,,0,,,1700,"Reservdelar > Högtryckstvätt Reservdelar > Kärcher Hobbymaskiner > Slangar, Reservdelar > Högtryckstvätt Reservdelar, Reservdelar > Högtryckstvätt Reservdelar > Kärcher Hobbymaskiner",,,https://vitvarudelen.se/wp-content/uploads/2020/05/4.440-673.0.jpg,,,,,,,,,0,Kärcher
1909,simple,,"Kärcher pumphus k4/k5",1,0,visible,"Artikelnummer: 9.001-800.0","<ol>
\n 	<li>Artikelnummer: 9.001-800.0</li>
\n</ol>
\nPassar till Kärcher k4/k5",,,taxable,,1,,,0,0,,,,,0,,,1430,"Reservdelar > Högtryckstvätt Reservdelar > Kärcher Hobbymaskiner > Pumphus, Reservdelar > Högtryckstvätt Reservdelar, Reservdelar > Högtryckstvätt Reservdelar > Kärcher Hobbymaskiner",,,https://vitvarudelen.se/wp-content/uploads/2020/05/9.001-800.0.png,,,,,,,,,0,Kärcher
1911,simple,,"Gummibälg, AEG tvättmaskin",1,0,visible,"Artikelnummer: 132 72 46-20/1","Artikelnummer: 132 72 46-20/1
\n
\n<img src=""https://pxl.host/kadvk0374p1iongx368.png"" alt="""" width=""0"" height=""0"" />Produkten passar endast till modeller med produkt/PNC-nr. som räknas efter bindestreck.
\n
\n
\nL98699FL - 914531335
\nL98699FL2 - 914531357-00
\n
\nmed flera…",,,taxable,,1,,,0,0,,,,,0,,,680,"Reservdelar > Vitvaror Reservdelar > Tvätt > Bälgar, Reservdelar > Vitvaror Reservdelar > Tvätt, Reservdelar > Vitvaror Reservdelar",,,https://vitvarudelen.se/wp-content/uploads/2020/05/132-72-46.jpg,,,,,,,,,0,AEG
1913,simple,,"Gummibälg, AEG tvättmaskin",1,0,visible,"Artikelnummer: 132 72 46-00/3","Artikelnummer: 132 72 46-00/3
\n
\n<img src=""https://pxl.host/kadvsrl4lr2046j5ry8.png"" alt="""" width=""0"" height=""0"" />Produkten passar endast till modeller med PNC-nr. som räknas efter bindestreck.
\n
\n
\nAL77480 F - 91453170400
\n
\nEWF1486 GDW - 91453311100
\n
\nF76084 LW - 91453170500
\nF76184LW - 91453171000
\n
\nKRW7600 - 91453170200
\n
\nL5.5 FL - 91453094600
\nL5.5 FL - 91453094601
\nL5.5 FL - 91453094800
\n
\nL58527 XFL - 91453080600
\nL58527 XFL - 91453080601
\n
\nL75270 FL - 91453112703
\nL75270 FL - 91453112704
\nL75270 FL - 91453112903
\nL75270 FLP - 91453141201
\nL75280 FL - 91453110000
\nL75280 FL - 91453110002
\nL75280 FL - 91453110003
\nL75280 FL - 91453112002
\nL75280 FL - 91453112003
\nL75280 FL - 91453112004
\nL75280 FL - 91453112504
\nL75280 FL - 91453118700
\nL75280 FL - 91453118702
\nL75280 FL - 91453119601
\nL75280 FL - 91453147300
\nL75280 FL - 91453147301
\nL75280 FLP - 91453141101
\nL75280 VFL - 91453142500
\nL75280 VFL - 91453142501
\nL75281 FL - 91453116403
\nL75286 FL - 91453114803
\nL75287 FL - 91453113603
\n
\nL7547 EXFL - 91453141401
\nL75470 FL - 91453112102
\nL75470 FL - 91453112602
\nL75470 FL - 91453112603
\nL75470 FL - 91453118901
\nL75470 FL - 91453140200
\nL75470 FL - 91453140201
\nL75470 FL - 91453140202
\nL75470 FL - 91453142600
\nL75470 FL - 91453142601
\nL75470 FLP - 91453141001
\nL75471 FL - 91453113202
\nL75475 FL - 91453110602
\nL75475 FL - 91453110702
\nL75475 FL - 91453111102
\nL75475 FL - 91453170800
\nL75478 FL - 91453111702
\nL75478 FL - 91453114902
\nL75480 FL - 91453112202
\nL75480 FL - 91453112402
\nL75480 FL - 91453113002
\nL75480 FL - 91453117901
\nL75480 FL - 91453117902
\nL75480 FL - 91453145501
\nL75480 FL - 91453145502
\nL75480 VFL - 91453141301
\nL75481 FL - 91453145600
\nL75481 FL - 91453145601
\nL75481 FL - 91453171100
\nL75483FL - 91453113702
\nL75484 EFL - 91453141601
\nL75484 EFL - 91453141801
\nL75484 EFL - 91453142000
\nL75484 EFL - 91453142001
\nL75484 EFL - 91453142002
\nL75484 EFL - 91453142200
\nL75484 EFL - 91453142201
\nL75485 FL - 91453110202
\nL75485 FL - 91453111302
\nL75489 FL - 91453111501
\n
\nL75670 FL - 91453112801
\nL75670 FL - 91453112802
\nL75670 FL - 91453116901
\nL75670 FL - 91453117001
\nL75670 FL - 91453140300
\nL75670 FL - 91453140301
\nL75670 FL - 91453140302
\nL75670 FL - 91453141701
\nL75672 FL - 91453142900
\nL75672 FL - 91453142901
\nL75672 FL - 91453143000
\nL75672 FL - 91453143001
\nL75675 FL - 91453110101
\nL75678 FL - 91453115001
\nL75678 FL - 91453115701
\nL75680 FL - 91453117701
\nL75680 FL - 91453118501
\nL75680 FL - 91453142300
\nL75680 FL - 91453142301
\nL75689 FL - 91453110501
\n
\nL76275 FL - 91453094100
\nL76275 FL - 91453094101
\nL76275 FL - 91453094900
\nL76275 FLE - 91453094300
\nL76275 FLE - 91453094301
\nL76275 FLP - 91453094200
\nL76275 FLP - 91453094201
\nL76280 FL - 91453148700
\nL76280 FL - 91453148701
\nL76285 FL - 91453145300
\nL76285 FL - 91453145301
\nL76285 FL - 91453145302
\nL76285 FL - 91453147900
\nL76285 FL - 91453147901
\nL76285 FL - 91453148800
\nL76285 FL - 91453148801
\nL76285 FL - 91453149300
\nL76285 FL - 91453149301
